family_id,week,assigned,challenge_completed,goal_saving_minor,eligible_saving_minor,growth_delta_cm,growth_total_cm,points,purchase_days_synthetic
family_001267,2026-W33,True,False,0,5811,1.6,1.6,11,2
family_001267,2026-W34,True,True,2327,3032,3.6,5.2,31,2
family_001267,2026-W35,True,True,3283,6318,3.6,8.8,37,2
family_001267,2026-W36,True,False,752,752,0.8,9.6,1,1
family_001291,2026-W33,True,True,5192,10186,4.6,4.6,49,3
family_001291,2026-W34,True,True,4331,7137,4.4,9.0,39,3
family_001291,2026-W35,True,False,0,6590,0.8,9.8,13,1
family_001291,2026-W36,True,False,396,5843,2.4,12.2,11,3
family_001293,2026-W33,True,True,1303,9248,3.6,3.6,43,2
family_001293,2026-W34,True,True,13051,27380,3.6,7.2,79,2
family_001293,2026-W35,True,True,3238,11936,3.8,11.0,52,2
family_001293,2026-W36,True,True,14054,19486,3.8,14.8,67,2
family_001297,2026-W33,True,True,10949,17083,3.8,3.8,63,2
family_001297,2026-W34,True,True,2705,6799,3.8,7.6,42,2
family_001297,2026-W35,True,False,868,10095,0.8,8.4,20,1
family_001297,2026-W36,True,True,8822,16008,3.6,12.0,57,2
family_001298,2026-W33,True,True,4956,4956,4.4,4.4,34,3
family_001298,2026-W34,True,True,5195,11015,3.6,8.0,47,2
family_001298,2026-W35,True,True,6233,7384,3.6,11.6,39,2
family_001298,2026-W36,True,True,2953,4964,3.6,15.2,34,2
family_001301,2026-W33,True,False,0,5713,1.6,1.6,11,2
family_001301,2026-W34,True,True,7522,8893,3.8,5.4,46,2
family_001301,2026-W35,True,False,757,5497,1.6,7.0,10,2
family_001301,2026-W36,True,True,3724,12527,3.6,10.6,50,2
family_001302,2026-W33,True,True,5416,12381,4.0,4.0,57,2
family_001302,2026-W34,True,False,0,3108,0.8,4.8,6,1
family_001302,2026-W35,True,True,7552,17344,5.0,9.8,71,3
family_001302,2026-W36,True,True,5238,17121,3.0,12.8,63,1
family_001304,2026-W33,True,True,7934,8933,4.4,4.4,42,3
family_001304,2026-W34,True,True,8715,10513,4.4,8.8,46,3
family_001304,2026-W35,True,True,8233,12401,3.6,12.4,49,2
family_001304,2026-W36,True,True,7249,10443,3.6,16.0,45,2
family_001311,2026-W33,True,True,10569,22138,4.2,4.2,81,2
family_001311,2026-W34,True,True,9135,12450,5.0,9.2,61,3
family_001311,2026-W35,True,True,17252,31247,5.0,14.2,103,3
family_001311,2026-W36,True,False,0,6986,1.6,15.8,13,2
family_001315,2026-W33,True,True,4749,18781,4.6,4.6,66,3
family_001315,2026-W34,True,False,2781,15665,1.8,6.4,35,2
family_001315,2026-W35,True,False,0,9843,1.6,8.0,19,2
family_001315,2026-W36,True,True,4010,16117,4.0,12.0,65,2
family_001319,2026-W33,True,True,1447,8396,3.6,3.6,41,2
family_001319,2026-W34,True,True,22347,30090,4.0,7.6,93,2
family_001319,2026-W35,True,False,0,1695,0.8,8.4,3,1
family_001319,2026-W36,True,False,1636,5873,1.6,10.0,11,2
family_001322,2026-W33,True,False,0,4597,1.6,1.6,9,2
family_001322,2026-W34,True,True,15600,15600,4.6,6.2,60,3
family_001322,2026-W35,True,True,8886,11310,4.4,10.6,47,3
family_001322,2026-W36,True,True,4793,7543,3.6,14.2,40,2
family_001323,2026-W33,True,False,0,5810,1.8,1.8,15,2
family_001323,2026-W34,True,True,6346,10098,3.8,5.6,49,2
family_001323,2026-W35,True,False,0,11863,1.8,7.4,27,2
family_001323,2026-W36,True,True,5659,7217,3.0,10.4,43,1
family_001326,2026-W33,True,True,6940,11398,4.6,4.6,51,3
family_001326,2026-W34,True,True,2632,12394,3.8,8.4,53,2
family_001326,2026-W35,True,False,692,3068,0.8,9.2,6,1
family_001326,2026-W36,True,False,1307,6884,1.8,11.0,17,2
family_001335,2026-W33,True,True,2957,16508,3.8,3.8,62,2
family_001335,2026-W34,True,True,6675,15678,4.4,8.2,72,2
family_001335,2026-W35,True,True,1791,13248,3.8,12.0,55,2
family_001335,2026-W36,True,False,0,0,0.0,12.0,0,0
family_001338,2026-W33,True,False,863,5640,0.8,0.8,11,1
family_001338,2026-W34,True,False,2377,2377,1.6,2.4,4,2
family_001338,2026-W35,True,False,560,560,1.6,4.0,1,2
family_001338,2026-W36,True,True,7374,7374,3.6,7.6,39,2
family_001340,2026-W33,True,True,18445,30506,5.0,5.0,102,3
family_001340,2026-W34,True,True,6134,16833,4.0,9.0,66,2
family_001340,2026-W35,True,True,7173,26083,5.0,14.0,93,3
family_001340,2026-W36,True,True,6462,22010,4.6,18.6,73,3
family_001349,2026-W33,True,True,10368,17525,4.4,4.4,60,3
family_001349,2026-W34,True,False,1555,8201,1.6,6.0,16,2
family_001349,2026-W35,True,False,974,10841,1.6,7.6,21,2
family_001349,2026-W36,True,False,0,5605,1.6,9.2,11,2
family_001354,2026-W33,True,True,13198,22377,4.2,4.2,81,2
family_001354,2026-W34,True,True,5258,21485,4.2,8.4,79,2
family_001354,2026-W35,True,True,10259,29731,5.0,13.4,100,4
family_001354,2026-W36,True,True,9610,14720,4.0,17.4,62,2
family_001368,2026-W33,True,True,8588,24642,5.0,5.0,90,3
family_001368,2026-W34,True,True,8857,33452,5.0,10.0,103,3
family_001368,2026-W35,True,True,4814,29023,5.0,15.0,95,3
family_001368,2026-W36,True,False,3165,24886,2.8,17.8,57,3
family_001369,2026-W33,True,False,0,3655,1.8,1.8,11,2
family_001369,2026-W34,True,False,0,4252,2.4,4.2,8,3
family_001369,2026-W35,True,False,0,1985,1.6,5.8,3,2
family_001369,2026-W36,True,False,1020,3699,2.6,8.4,11,3
family_001373,2026-W33,True,True,6758,13501,2.8,2.8,52,1
family_001373,2026-W34,True,True,8309,8309,3.6,6.4,41,2
family_001373,2026-W35,True,False,0,3834,0.8,7.2,7,1
family_001373,2026-W36,True,True,2255,2255,2.8,10.0,29,1
family_001383,2026-W33,True,False,962,3647,1.6,1.6,7,2
family_001383,2026-W34,True,True,7105,7105,3.6,5.2,39,2
family_001383,2026-W35,True,True,4221,4221,4.4,9.6,33,3
family_001383,2026-W36,True,False,0,0,0.8,10.4,0,1
family_001392,2026-W33,True,True,4212,5749,3.8,3.8,40,2
family_001392,2026-W34,True,True,8993,10767,4.0,7.8,54,2
family_001392,2026-W35,True,False,0,5140,1.6,9.4,10,2
family_001392,2026-W36,True,True,1941,8185,3.0,12.4,45,1
family_001393,2026-W33,True,True,1725,5027,3.6,3.6,35,2
family_001393,2026-W34,True,False,613,8737,1.6,5.2,17,2
family_001393,2026-W35,True,True,3955,9559,3.6,8.8,44,2
family_001393,2026-W36,True,True,2008,6587,3.6,12.4,38,2
family_001394,2026-W33,True,True,12192,14413,3.8,3.8,57,2
family_001394,2026-W34,True,False,0,9422,1.8,5.6,22,2
family_001394,2026-W35,True,False,0,7300,1.6,7.2,14,2
family_001394,2026-W36,True,False,0,3459,1.6,8.8,6,2
family_001395,2026-W33,True,False,0,0,0.8,0.8,0,1
family_001395,2026-W34,True,True,5544,7545,3.6,4.4,40,2
family_001395,2026-W35,True,True,5635,6706,3.6,8.0,38,2
family_001395,2026-W36,True,False,0,3761,1.6,9.6,7,2
family_001397,2026-W33,True,True,11076,27305,5.0,5.0,91,3
family_001397,2026-W34,True,False,0,16621,2.6,7.6,37,3
family_001397,2026-W35,True,False,3182,15586,2.0,9.6,39,2
family_001397,2026-W36,True,True,14963,55325,5.0,14.6,163,3
family_001399,2026-W33,True,True,2074,11769,3.8,3.8,52,2
family_001399,2026-W34,True,True,3333,3333,3.6,7.4,31,2
family_001399,2026-W35,True,False,0,3363,0.8,8.2,6,1
family_001399,2026-W36,True,True,4589,7130,3.6,11.8,39,2
family_001407,2026-W33,True,False,2554,11730,2.0,2.0,31,2
family_001407,2026-W34,True,True,5460,9281,3.8,5.8,47,2
family_001407,2026-W35,True,True,4544,6430,3.8,9.6,41,2
family_001407,2026-W36,True,False,0,982,1.6,11.2,1,2
family_001411,2026-W33,True,True,8703,10156,3.6,3.6,45,2
family_001411,2026-W34,True,True,4757,12048,5.0,8.6,53,4
family_001411,2026-W35,True,True,5601,6120,3.6,12.2,37,2
family_001411,2026-W36,True,True,3393,5902,3.6,15.8,36,2
family_001414,2026-W33,True,True,9221,9221,3.6,3.6,43,2
family_001414,2026-W34,True,True,7943,12482,3.6,7.2,49,2
family_001414,2026-W35,True,True,7872,9459,3.6,10.8,43,2
family_001414,2026-W36,True,True,4209,4209,3.6,14.4,33,2
family_001415,2026-W33,True,True,2355,7661,3.0,3.0,44,1
family_001415,2026-W34,True,False,0,0,1.6,4.6,0,2
family_001415,2026-W35,True,True,1970,3897,3.6,8.2,32,2
family_001415,2026-W36,True,True,3587,12686,3.2,11.4,58,1
family_001416,2026-W33,True,True,3384,5503,3.6,3.6,36,2
family_001416,2026-W34,True,True,1986,13252,4.4,8.0,51,3
family_001416,2026-W35,True,True,5705,12976,2.8,10.8,50,1
family_001416,2026-W36,True,True,9159,25884,3.8,14.6,80,2
family_001422,2026-W33,True,True,7769,12643,3.6,3.6,50,2
family_001422,2026-W34,True,True,8596,8596,4.6,8.2,46,3
family_001422,2026-W35,True,False,498,4558,1.6,9.8,9,2
family_001422,2026-W36,True,True,8995,10835,4.4,14.2,46,3
family_001431,2026-W33,True,True,10331,17722,4.4,4.4,76,2
family_001431,2026-W34,True,True,14051,14791,4.4,8.8,70,2
family_001431,2026-W35,True,False,1673,14841,2.0,10.8,37,2
family_001431,2026-W36,True,False,0,10599,1.8,12.6,25,2
family_001436,2026-W33,True,True,3371,11373,4.8,4.8,55,3
family_001436,2026-W34,True,True,3829,6306,3.8,8.6,41,2
family_001436,2026-W35,True,True,2837,15439,4.6,13.2,59,3
family_001436,2026-W36,True,False,0,8523,1.6,14.8,17,2
family_001438,2026-W33,True,False,0,14702,2.4,2.4,29,3
family_001438,2026-W34,True,False,0,11438,1.6,4.0,22,2
family_001438,2026-W35,True,True,5782,5782,3.0,7.0,40,1
family_001438,2026-W36,True,False,0,2606,1.6,8.6,5,2
family_001445,2026-W33,True,True,6778,8347,3.6,3.6,41,2
family_001445,2026-W34,True,True,2969,5461,2.8,6.4,35,1
family_001445,2026-W35,True,True,2424,7830,3.6,10.0,40,2
family_001445,2026-W36,True,True,10205,13201,3.6,13.6,51,2
family_001446,2026-W33,True,True,6183,9484,3.8,3.8,47,2
family_001446,2026-W34,True,True,6861,8612,3.6,7.4,42,2
family_001446,2026-W35,True,False,0,13500,1.2,8.6,35,1
family_001446,2026-W36,True,False,0,2071,0.8,9.4,4,1
family_001448,2026-W33,True,True,2106,4199,3.6,3.6,33,2
family_001448,2026-W34,True,True,3659,6905,3.6,7.2,38,2
family_001448,2026-W35,True,True,1349,1349,2.8,10.0,27,1
family_001448,2026-W36,True,True,6861,17184,3.8,13.8,63,2
family_001449,2026-W33,True,True,14519,33492,5.0,5.0,115,3
family_001449,2026-W34,True,True,19893,26568,5.0,10.0,102,3
family_001449,2026-W35,True,True,8990,17078,5.0,15.0,71,3
family_001449,2026-W36,True,True,7452,17572,3.8,18.8,64,2
family_001458,2026-W33,True,False,1604,11818,2.6,2.6,27,3
family_001458,2026-W34,True,False,0,7133,2.4,5.0,14,3
family_001458,2026-W35,True,True,3293,18642,4.6,9.6,66,3
family_001458,2026-W36,True,False,0,16862,2.4,12.0,33,3
family_001461,2026-W33,True,True,990,2554,3.6,3.6,30,2
family_001461,2026-W34,False,False,0,4114,0.0,3.6,0,2
family_001461,2026-W35,True,False,0,5043,1.0,4.6,14,1
family_001461,2026-W36,True,True,6179,18767,4.8,9.4,70,3
family_001465,2026-W33,True,False,0,3895,1.6,1.6,7,2
family_001465,2026-W34,True,True,13002,15521,4.0,5.6,64,2
family_001465,2026-W35,True,True,7279,11319,3.6,9.2,47,2
family_001465,2026-W36,True,True,7405,14103,3.6,12.8,53,2
family_001471,2026-W33,True,True,1235,6304,3.8,3.8,41,2
family_001471,2026-W34,True,True,4499,8905,3.0,6.8,46,1
family_001471,2026-W35,True,False,0,5687,0.8,7.6,11,1
family_001471,2026-W36,True,False,0,15488,1.6,9.2,30,2
family_001473,2026-W33,True,False,0,1167,1.6,1.6,2,2
family_001473,2026-W34,True,True,1758,4086,3.8,5.4,37,2
family_001473,2026-W35,True,True,2273,2273,3.6,9.0,29,2
family_001473,2026-W36,True,True,1738,4553,3.0,12.0,38,1
family_001475,2026-W33,True,True,4617,16765,4.0,4.0,66,2
family_001475,2026-W34,True,True,6247,24630,5.0,9.0,90,3
family_001475,2026-W35,True,True,5492,18872,3.8,12.8,66,2
family_001475,2026-W36,True,False,0,20109,1.8,14.6,44,2
family_001476,2026-W33,True,True,7806,19964,4.4,4.4,80,2
family_001476,2026-W34,True,True,4522,28338,4.4,8.8,97,2
family_001476,2026-W35,True,True,3098,18498,3.8,12.6,65,2
family_001476,2026-W36,True,False,0,14205,1.6,14.2,28,2
family_001477,2026-W33,True,True,3370,3370,3.0,3.0,35,1
family_001477,2026-W34,True,True,9766,11911,3.8,6.8,52,2
family_001477,2026-W35,True,False,0,6939,1.8,8.6,17,2
family_001477,2026-W36,True,False,0,4286,0.8,9.4,8,1
family_001487,2026-W33,True,True,6099,9971,4.8,4.8,52,3
family_001487,2026-W34,True,True,9382,10252,4.6,9.4,49,3
family_001487,2026-W35,True,True,3302,3302,3.6,13.0,31,2
family_001487,2026-W36,True,True,5953,6711,4.4,17.4,38,3
family_001490,2026-W33,True,True,10079,12677,3.8,3.8,54,2
family_001490,2026-W34,True,False,1579,3642,1.6,5.4,7,2
family_001490,2026-W35,True,True,6042,11523,3.6,9.0,48,2
family_001490,2026-W36,True,False,962,7469,1.8,10.8,18,2
family_001491,2026-W33,True,False,0,7659,1.8,1.8,19,2
family_001491,2026-W34,True,False,0,15716,1.8,3.6,35,2
family_001491,2026-W35,True,True,11994,18778,5.0,8.6,82,3
family_001491,2026-W36,True,False,0,7039,1.6,10.2,14,2
family_001492,2026-W33,True,False,0,2933,1.6,1.6,5,2
family_001492,2026-W34,True,True,4305,11277,4.0,5.6,55,2
family_001492,2026-W35,True,True,3488,5265,3.6,9.2,35,2
family_001492,2026-W36,True,True,3126,5058,3.8,13.0,39,2
family_001493,2026-W33,True,True,1282,4474,3.6,3.6,33,2
family_001493,2026-W34,True,False,0,5788,1.8,5.4,15,2
family_001493,2026-W35,True,True,1212,6169,3.6,9.0,37,2
family_001493,2026-W36,True,True,5025,7879,5.0,14.0,40,4
family_001495,2026-W33,True,False,0,15102,2.2,2.2,42,2
family_001495,2026-W34,True,True,6237,18732,5.0,7.2,74,3
family_001495,2026-W35,True,True,3171,13468,3.8,11.0,55,2
family_001495,2026-W36,True,True,14013,20725,4.4,15.4,82,2
family_001496,2026-W33,True,True,24684,29805,5.0,5.0,96,3
family_001496,2026-W34,True,False,813,1516,2.4,7.4,3,3
family_001496,2026-W35,True,False,1424,11343,0.8,8.2,22,1
family_001496,2026-W36,True,True,9007,31503,4.8,13.0,96,3
family_001497,2026-W33,True,False,966,2900,0.8,0.8,5,1
family_001497,2026-W34,True,False,817,8838,1.8,2.6,21,2
family_001497,2026-W35,True,True,5218,11127,4.6,7.2,51,3
family_001497,2026-W36,True,False,1043,2270,1.6,8.8,4,2
family_001498,2026-W33,True,False,0,13775,2.6,2.6,31,3
family_001498,2026-W34,True,True,1751,9489,4.4,7.0,43,3
family_001498,2026-W35,True,True,3866,7070,3.6,10.6,39,2
family_001498,2026-W36,True,True,2686,12384,4.6,15.2,53,3
family_001500,2026-W33,True,False,0,0,0.0,0.0,0,0
family_001500,2026-W34,True,True,3152,11086,3.8,3.8,51,2
family_001500,2026-W35,True,True,3860,5710,2.8,6.6,36,1
family_001500,2026-W36,True,True,3258,4771,2.8,9.4,34,1
family_001503,2026-W33,True,True,6465,7381,3.6,3.6,39,2
family_001503,2026-W34,True,True,5458,15539,3.0,6.6,60,1
family_001503,2026-W35,True,True,2302,4291,3.6,10.2,33,2
family_001503,2026-W36,True,False,0,5075,2.6,12.8,14,3
family_001505,2026-W33,True,True,5541,9515,4.0,4.0,52,2
family_001505,2026-W34,True,False,0,1758,0.8,4.8,3,1
family_001505,2026-W35,True,False,992,1894,0.8,5.6,3,1
family_001505,2026-W36,True,False,676,1376,0.8,6.4,2,1
family_001511,2026-W33,True,True,2799,29619,5.0,5.0,96,4
family_001511,2026-W34,True,True,4402,12579,4.2,9.2,62,2
family_001511,2026-W35,True,True,3665,9857,4.0,13.2,52,2
family_001511,2026-W36,True,True,7788,16428,4.2,17.4,69,2
family_001522,2026-W33,True,False,0,12590,1.8,1.8,29,2
family_001522,2026-W34,True,True,6873,12466,4.6,6.4,53,3
family_001522,2026-W35,True,True,7066,15525,4.0,10.4,64,2
family_001522,2026-W36,True,True,9664,16093,4.2,14.6,69,2
family_001523,2026-W33,True,True,3435,6338,3.6,3.6,37,2
family_001523,2026-W34,True,True,6009,6677,3.8,7.4,42,2
family_001523,2026-W35,True,False,1480,6638,1.6,9.0,13,2
family_001523,2026-W36,True,True,2173,5603,3.6,12.6,36,2
family_001524,2026-W33,True,True,4784,13415,3.8,3.8,55,2
family_001524,2026-W34,True,False,0,15489,3.4,7.2,34,4
family_001524,2026-W35,True,True,3350,16358,4.2,11.4,69,2
family_001524,2026-W36,True,False,2757,11220,2.6,14.0,26,3
family_001531,2026-W33,True,False,3285,10080,1.8,1.8,24,2
family_001531,2026-W34,True,True,9575,35809,3.6,5.4,112,1
family_001531,2026-W35,True,True,9755,22048,3.8,9.2,73,2
family_001531,2026-W36,True,True,6651,24419,3.8,13.0,77,2
family_001536,2026-W33,True,True,6353,7380,4.0,4.0,47,2
family_001536,2026-W34,True,True,4004,4004,3.8,7.8,37,2
family_001536,2026-W35,True,True,4224,8339,3.0,10.8,45,1
family_001536,2026-W36,True,True,4738,13353,4.0,14.8,59,2
family_001539,2026-W33,True,False,0,4375,1.6,1.6,8,2
family_001539,2026-W34,True,True,2732,7446,3.6,5.2,39,2
family_001539,2026-W35,True,False,0,0,0.8,6.0,0,1
family_001539,2026-W36,True,True,2481,6362,2.8,8.8,37,1
family_001541,2026-W33,True,False,0,5187,1.6,1.6,10,2
family_001541,2026-W34,True,False,0,5974,1.6,3.2,11,2
family_001541,2026-W35,True,False,0,14781,1.0,4.2,33,1
family_001541,2026-W36,True,True,3446,9624,4.0,8.2,52,2
family_001545,2026-W33,True,True,4060,8399,3.6,3.6,41,2
family_001545,2026-W34,True,True,3024,7318,4.4,8.0,39,3
family_001545,2026-W35,True,True,3214,9800,3.6,11.6,44,2
family_001545,2026-W36,True,True,11399,13324,5.0,16.6,51,4
family_001546,2026-W33,True,True,10521,14165,4.6,4.6,57,3
family_001546,2026-W34,True,False,1823,7052,2.4,7.0,14,3
family_001546,2026-W35,True,False,2292,7772,2.4,9.4,15,3
family_001546,2026-W36,True,False,1183,5496,1.6,11.0,10,2
family_001555,2026-W33,True,True,5985,8232,4.6,4.6,45,3
family_001555,2026-W34,True,True,11912,11912,4.4,9.0,48,3
family_001555,2026-W35,True,False,2154,7020,2.4,11.4,14,3
family_001555,2026-W36,True,True,4689,14303,3.8,15.2,57,2
family_001556,2026-W33,True,True,11407,29292,4.6,4.6,87,3
family_001556,2026-W34,True,True,8040,22888,4.8,9.4,78,3
family_001556,2026-W35,True,True,16505,25775,4.6,14.0,96,2
family_001556,2026-W36,True,True,5087,19759,3.8,17.8,68,2
family_001562,2026-W33,True,False,0,8211,2.4,2.4,16,3
family_001562,2026-W34,True,False,0,7260,2.6,5.0,18,3
family_001562,2026-W35,True,True,2913,7363,4.4,9.4,39,3
family_001562,2026-W36,True,False,0,6418,2.4,11.8,12,3
family_001564,2026-W33,True,True,8230,26107,4.0,4.0,85,2
family_001564,2026-W34,True,True,12759,22835,4.2,8.2,82,2
family_001564,2026-W35,True,True,10462,18071,3.2,11.4,69,1
family_001564,2026-W36,True,True,8974,22705,3.8,15.2,74,2
family_001571,2026-W33,True,False,0,0,0.0,0.0,0,0
family_001571,2026-W34,True,True,4040,7899,3.6,3.6,40,2
family_001571,2026-W35,True,False,0,7601,1.6,5.2,15,2
family_001571,2026-W36,True,True,11263,13561,3.8,9.0,56,2
family_001575,2026-W33,True,False,4386,31268,2.2,2.2,74,2
family_001575,2026-W34,True,True,5482,19745,4.8,7.0,72,3
family_001575,2026-W35,True,True,4180,13530,4.6,11.6,56,3
family_001575,2026-W36,True,True,6166,13566,3.0,14.6,56,1
family_001584,2026-W33,True,True,4621,8423,4.0,4.0,49,2
family_001584,2026-W34,True,True,5910,5910,3.0,7.0,40,1
family_001584,2026-W35,True,False,0,11038,1.8,8.8,26,2
family_001584,2026-W36,True,False,0,9353,1.6,10.4,18,2
family_001588,2026-W33,True,False,1776,5579,1.6,1.6,11,2
family_001588,2026-W34,True,True,2739,6812,3.6,5.2,38,2
family_001588,2026-W35,True,False,0,6204,1.6,6.8,12,2
family_001588,2026-W36,True,True,3764,14588,4.0,10.8,62,2
family_001590,2026-W33,True,True,17240,25635,4.4,4.4,92,2
family_001590,2026-W34,True,True,6087,14855,4.0,8.4,62,2
family_001590,2026-W35,True,True,9041,18567,4.4,12.8,78,2
family_001590,2026-W36,True,True,5897,12139,3.8,16.6,53,2
family_001593,2026-W33,True,False,816,9113,1.6,1.6,18,2
family_001593,2026-W34,True,False,878,5931,0.8,2.4,11,1
family_001593,2026-W35,True,True,3798,5007,3.6,6.0,35,2
family_001593,2026-W36,True,True,3917,3917,3.6,9.6,32,2
family_001595,2026-W33,True,True,3552,8840,4.0,4.0,50,2
family_001595,2026-W34,True,False,0,6578,2.4,6.4,13,3
family_001595,2026-W35,True,False,0,5966,2.4,8.8,11,3
family_001595,2026-W36,True,False,0,8427,2.0,10.8,24,2
family_001597,2026-W33,True,True,6408,27301,4.6,4.6,83,3
family_001597,2026-W34,True,True,6430,33532,5.0,9.6,108,3
family_001597,2026-W35,True,True,16059,40715,5.0,14.6,130,3
family_001597,2026-W36,True,False,0,1223,0.8,15.4,2,1
family_001607,2026-W33,True,False,0,10392,2.4,2.4,20,3
family_001607,2026-W34,True,True,5622,10538,3.0,5.4,50,1
family_001607,2026-W35,True,True,10495,29304,4.4,9.8,99,2
family_001607,2026-W36,True,False,2992,22663,3.4,13.2,49,4
family_001614,2026-W33,True,True,7897,29467,4.4,4.4,99,2
family_001614,2026-W34,True,True,11581,19335,4.2,8.6,75,2
family_001614,2026-W35,True,False,2332,18399,3.2,11.8,52,3
family_001614,2026-W36,True,True,3737,23763,5.0,16.8,84,3
family_001617,2026-W33,True,True,11076,25704,4.0,4.0,84,2
family_001617,2026-W34,True,False,0,19238,2.0,6.0,46,2
family_001617,2026-W35,True,False,0,14391,1.6,7.6,28,2
family_001617,2026-W36,True,True,6391,17648,4.0,11.6,68,2
family_001619,2026-W33,True,False,1692,3309,1.6,1.6,6,2
family_001619,2026-W34,True,False,0,3297,1.0,2.6,10,1
family_001619,2026-W35,True,False,0,0,0.0,2.6,0,0
family_001619,2026-W36,True,True,1618,3939,3.6,6.2,32,2
family_001623,2026-W33,True,True,8530,9623,3.6,3.6,44,2
family_001623,2026-W34,True,True,4239,6999,3.6,7.2,38,2
family_001623,2026-W35,True,True,4802,7447,4.4,11.6,39,3
family_001623,2026-W36,True,True,5464,12435,3.6,15.2,49,2
family_001624,2026-W33,True,True,4216,14861,3.8,3.8,58,2
family_001624,2026-W34,True,True,6175,15500,4.0,7.8,64,2
family_001624,2026-W35,True,True,11429,27214,4.0,11.8,87,2
family_001624,2026-W36,True,True,7083,19548,4.2,16.0,76,2
family_001625,2026-W33,True,True,4829,10701,4.6,4.6,50,3
family_001625,2026-W34,True,False,1797,7487,0.8,5.4,14,1
family_001625,2026-W35,True,True,1731,1731,2.8,8.2,28,1
family_001625,2026-W36,True,False,1048,7484,2.6,10.8,18,3
family_001626,2026-W33,True,False,0,4707,0.8,0.8,9,1
family_001626,2026-W34,True,True,2516,17986,4.0,4.8,68,2
family_001626,2026-W35,True,True,6285,13690,3.4,8.2,64,1
family_001626,2026-W36,True,True,2238,15351,3.2,11.4,63,1
family_001629,2026-W33,True,True,2874,2874,2.8,2.8,30,1
family_001629,2026-W34,True,True,5363,11159,2.8,5.6,47,1
family_001629,2026-W35,False,False,0,9500,0.0,5.6,0,2
family_001629,2026-W36,True,False,0,3336,1.6,7.2,6,2
family_001634,2026-W33,True,False,0,8108,1.6,1.6,16,2
family_001634,2026-W34,True,True,3551,12723,4.0,5.6,58,2
family_001634,2026-W35,True,True,10549,19901,5.0,10.6,80,3
family_001634,2026-W36,True,False,0,5433,1.6,12.2,10,2
family_001637,2026-W33,True,True,2746,2746,3.6,3.6,30,2
family_001637,2026-W34,True,True,2814,5044,2.8,6.4,35,1
family_001637,2026-W35,True,False,1151,5157,1.6,8.0,10,2
family_001637,2026-W36,True,True,3585,4997,3.6,11.6,34,2
family_001639,2026-W33,True,False,3457,13411,2.6,2.6,30,3
family_001639,2026-W34,True,True,12997,12997,3.6,6.2,50,2
family_001639,2026-W35,True,True,7824,14753,3.6,9.8,54,2
family_001639,2026-W36,True,True,6584,8568,3.6,13.4,42,2
family_001640,2026-W33,True,True,5961,10023,4.6,4.6,49,3
family_001640,2026-W34,True,False,1339,8738,2.4,7.0,17,3
family_001640,2026-W35,True,True,2268,3489,3.6,10.6,31,2
family_001640,2026-W36,True,True,6373,10852,4.6,15.2,50,3
family_001644,2026-W33,True,False,0,2205,0.8,0.8,4,1
family_001644,2026-W34,True,True,2056,5734,3.6,4.4,36,2
family_001644,2026-W35,True,True,3158,3912,2.8,7.2,32,1
family_001644,2026-W36,True,False,1143,7809,1.6,8.8,15,2
family_001647,2026-W33,True,True,10318,15279,4.6,4.6,59,3
family_001647,2026-W34,True,True,8504,18292,4.4,9.0,61,3
family_001647,2026-W35,True,True,3042,19983,4.6,13.6,68,3
family_001647,2026-W36,True,True,7993,12542,3.6,17.2,50,2
family_001653,2026-W33,True,True,2996,10048,3.6,3.6,45,2
family_001653,2026-W34,True,False,1767,11651,1.8,5.4,27,2
family_001653,2026-W35,True,False,0,5875,1.6,7.0,11,2
family_001653,2026-W36,True,False,0,5065,1.6,8.6,10,2
family_001655,2026-W33,True,True,1416,3544,2.8,2.8,32,1
family_001655,2026-W34,True,False,0,4179,1.8,4.6,12,2
family_001655,2026-W35,True,False,0,3593,0.8,5.4,7,1
family_001655,2026-W36,True,True,3279,3279,2.8,8.2,31,1
family_001661,2026-W33,True,False,816,2583,1.6,1.6,5,2
family_001661,2026-W34,True,True,5361,6424,3.6,5.2,37,2
family_001661,2026-W35,True,True,4639,9407,3.8,9.0,47,2
family_001661,2026-W36,True,False,837,7131,2.4,11.4,14,3
family_001662,2026-W33,True,True,6494,9922,4.0,4.0,52,2
family_001662,2026-W34,True,True,5670,11702,3.2,7.2,56,1
family_001662,2026-W35,True,True,12824,21038,4.2,11.4,79,2
family_001662,2026-W36,True,False,0,3949,1.6,13.0,7,2
family_001667,2026-W33,True,True,5306,16956,4.6,4.6,62,3
family_001667,2026-W34,True,True,1301,6201,3.8,8.4,41,2
family_001667,2026-W35,True,False,0,8641,1.6,10.0,17,2
family_001667,2026-W36,True,True,4513,5316,3.8,13.8,39,2
family_001668,2026-W33,True,True,4371,19443,4.0,4.0,71,2
family_001668,2026-W34,True,True,12269,35635,5.0,9.0,120,3
family_001668,2026-W35,True,True,13237,39687,4.6,13.6,124,2
family_001668,2026-W36,True,True,7236,22430,5.0,18.6,81,3
family_001674,2026-W33,True,False,3309,20218,1.8,1.8,44,2
family_001674,2026-W34,True,True,8360,16644,5.0,6.8,70,3
family_001674,2026-W35,True,False,0,17746,2.6,9.4,39,3
family_001674,2026-W36,True,False,1233,10011,1.8,11.2,24,2
family_001677,2026-W33,True,True,12651,13895,4.4,4.4,52,3
family_001677,2026-W34,True,True,12723,22127,3.6,8.0,69,2
